event_type,level,trigger,description,file,line,recommendation,comment,status
ConversationEvents.MCP_TOOL_CALL_FAILED,ERROR,src/muxi/formation/agents/agent.py:1911,Tool call execution failed: {str(e)},src/muxi/formation/agents/agent.py,1911,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_FAILED,ERROR,src/muxi/formation/agents/agent.py:2944,Agent {self.agent_id} tool call failed: {str(e)},src/muxi/formation/agents/agent.py,2944,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_FAILED,ERROR,src/muxi/formation/artifacts/extractor.py:297,Error processing tool result: {str(e)},src/muxi/formation/artifacts/extractor.py,297,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_FAILED,ERROR,src/muxi/formation/server/routes/admin/mcp.py:420,MCP tool '{tool_call.tool}' configuration error: required component not available,src/muxi/formation/server/routes/admin/mcp.py,420,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_FAILED,ERROR,src/muxi/formation/server/routes/admin/mcp.py:461,MCP tool '{tool_call.tool}' unexpected error: {type(e).__name__},src/muxi/formation/server/routes/admin/mcp.py,461,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_FAILED,ERROR,src/muxi/services/mcp/service.py:649,NO DESCRIPTION,src/muxi/services/mcp/service.py,649,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.MCP_TOOL_CALL_FAILED,ERROR,src/muxi/services/mcp/service.py:700,NO DESCRIPTION,src/muxi/services/mcp/service.py,700,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.MCP_TOOL_CALL_FAILED,WARNING,src/muxi/formation/server/routes/admin/mcp.py:404,MCP tool '{tool_call.tool}' validation error: {str(e)},src/muxi/formation/server/routes/admin/mcp.py,404,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_FAILED,WARNING,src/muxi/formation/server/routes/admin/mcp.py:441,MCP tool '{tool_call.tool}' missing required argument: {str(e)},src/muxi/formation/server/routes/admin/mcp.py,441,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_STARTED,DEBUG,src/muxi/formation/artifacts/extractor.py:54,Processing tool result: {tool_name} (success: {success}),src/muxi/formation/artifacts/extractor.py,54,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MCP_TOOL_CALL_STARTED,DEBUG,src/muxi/services/mcp/service.py:595,Executing tool with user credentials for {server_id},src/muxi/services/mcp/service.py,595,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MCP_TOOL_CALL_STARTED,INFO,src/muxi/formation/agents/agent.py:2819,Agent {self.agent_id} invoking tool {tool_name},src/muxi/formation/agents/agent.py,2819,OK - No issues identified,,
ConversationEvents.MCP_TOOL_CALL_STARTED,INFO,src/muxi/services/mcp/service.py:461,MCP tool invocation started: {tool_name} on {server_id},src/muxi/services/mcp/service.py,461,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_DELETION_FAILED,WARNING,src/muxi/services/memory/long_term.py:1000,Long-term memory deletion failed - memory not found,src/muxi/services/memory/long_term.py,1000,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_ENHANCED,DEBUG,src/muxi/formation/memory/persistent_manager.py:81,Long-term memory storage completed,src/muxi/formation/memory/persistent_manager.py,81,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MEMORY_LONG_TERM_ENHANCED,DEBUG,src/muxi/formation/memory/persistent_manager.py:115,Long-term memory storage completed,src/muxi/formation/memory/persistent_manager.py,115,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MEMORY_LONG_TERM_ENHANCED,DEBUG,src/muxi/services/memory/extractor.py:579,Successfully called long_term_memory.add,src/muxi/services/memory/extractor.py,579,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MEMORY_LONG_TERM_ENHANCED,INFO,src/muxi/services/memory/long_term.py:485,Long-term memory storage started,src/muxi/services/memory/long_term.py,485,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_ENHANCEMENT_FAILED,ERROR,src/muxi/formation/memory/persistent_manager.py:95,Long-term memory storage failed: {e},src/muxi/formation/memory/persistent_manager.py,95,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_ENHANCEMENT_FAILED,ERROR,src/muxi/formation/memory/persistent_manager.py:129,Long-term memory storage failed: {e},src/muxi/formation/memory/persistent_manager.py,129,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_LOOKUP,DEBUG,src/muxi/formation/memory/persistent_manager.py:173,Starting long-term memory search,src/muxi/formation/memory/persistent_manager.py,173,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MEMORY_LONG_TERM_LOOKUP,DEBUG,src/muxi/services/memory/extractor.py:553,About to call long_term_memory.add with {list(add_params.keys())},src/muxi/services/memory/extractor.py,553,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MEMORY_LONG_TERM_RETRIEVED,DEBUG,src/muxi/formation/memory/persistent_manager.py:257,NO DESCRIPTION,src/muxi/formation/memory/persistent_manager.py,257,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.MEMORY_LONG_TERM_RETRIEVED,INFO,src/muxi/services/memory/long_term.py:706,Long-term memory search completed,src/muxi/services/memory/long_term.py,706,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_RETRIEVED,INFO,src/muxi/services/memory/memobase.py:281,Memory search completed successfully,src/muxi/services/memory/memobase.py,281,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_RETRIEVED,INFO,src/muxi/services/memory/memobase.py:567,User memories retrieval completed successfully,src/muxi/services/memory/memobase.py,567,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_UPDATED,INFO,src/muxi/services/memory/long_term.py:953,Long-term memory update completed,src/muxi/services/memory/long_term.py,953,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_UPDATED,INFO,src/muxi/services/memory/long_term.py:1015,Long-term memory item deleted,src/muxi/services/memory/long_term.py,1015,OK - No issues identified,,
ConversationEvents.MEMORY_LONG_TERM_UPDATE_FAILED,WARNING,src/muxi/services/memory/long_term.py:925,Long-term memory update failed - memory not found,src/muxi/services/memory/long_term.py,925,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_LOOKUP,DEBUG,src/muxi/formation/memory/buffer_manager.py:128,Starting buffer memory search,src/muxi/formation/memory/buffer_manager.py,128,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MEMORY_WORKING_LOOKUP,INFO,src/muxi/services/memory/working.py:583,Working memory search started,src/muxi/services/memory/working.py,583,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_LOOKUP,WARNING,src/muxi/services/llm/llm.py:454,Circuit breaker opened due to repeated failures,src/muxi/services/llm/llm.py,454,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_RETRIEVED,DEBUG,src/muxi/formation/memory/buffer_manager.py:146,NO DESCRIPTION,src/muxi/formation/memory/buffer_manager.py,146,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.MEMORY_WORKING_RETRIEVED,DEBUG,src/muxi/services/memory/sqlite.py:730,Retrieved {len(results)} recent memories with orders: {orders[:5]},src/muxi/services/memory/sqlite.py,730,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MEMORY_WORKING_RETRIEVED,INFO,src/muxi/services/memory/working.py:603,Working memory using recency search (no embedding model configured),src/muxi/services/memory/working.py,603,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_RETRIEVED,INFO,src/muxi/services/memory/working.py:622,Working memory search completed (recency-only),src/muxi/services/memory/working.py,622,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_RETRIEVED,INFO,src/muxi/services/memory/working.py:785,Working memory search completed,src/muxi/services/memory/working.py,785,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_RETRIEVED,WARNING,src/muxi/services/memory/working.py:678,NO DESCRIPTION,src/muxi/services/memory/working.py,678,MISSING DESCRIPTION - Add meaningful description,,
ConversationEvents.MEMORY_WORKING_RETRIEVED,WARNING,src/muxi/services/memory/working.py:827,Working memory search completed with fallback,src/muxi/services/memory/working.py,827,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_UPDATED,DEBUG,src/muxi/formation/overlord/overlord.py:5094,Stored async response in buffer memory for request {request_id},src/muxi/formation/overlord/overlord.py,5094,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.MEMORY_WORKING_UPDATED,INFO,src/muxi/formation/agents/knowledge/handler.py:1314,Knowledge results injected into working memory,src/muxi/formation/agents/knowledge/handler.py,1314,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_UPDATED,INFO,src/muxi/formation/memory/buffer_manager.py:76,Successfully added message to buffer memory,src/muxi/formation/memory/buffer_manager.py,76,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_UPDATE_FAILED,WARNING,src/muxi/formation/agents/knowledge/handler.py:1328,Failed to inject knowledge into working memory,src/muxi/formation/agents/knowledge/handler.py,1328,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_UPDATE_FAILED,WARNING,src/muxi/formation/agents/knowledge/handler.py:1410,Failed to search working memory in unified search,src/muxi/formation/agents/knowledge/handler.py,1410,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_UPDATE_FAILED,WARNING,src/muxi/formation/memory/buffer_manager.py:87,[BufferManager] Error adding to buffer: {e},src/muxi/formation/memory/buffer_manager.py,87,OK - No issues identified,,
ConversationEvents.MEMORY_WORKING_UPDATE_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:5106,Failed to store async response in buffer memory: {e},src/muxi/formation/overlord/overlord.py,5106,OK - No issues identified,,
ConversationEvents.MODEL_REQUEST_COMPLETED,INFO,src/muxi/services/llm/llm.py:1255,Fallback model {self.fallback_model} succeeded after {original_model} failed,src/muxi/services/llm/llm.py,1255,OK - No issues identified,,
ConversationEvents.MODEL_REQUEST_COMPLETED,INFO,src/muxi/services/llm/service.py:373,Chat completion served from cache for {model},src/muxi/services/llm/service.py,373,OK - No issues identified,,
ConversationEvents.MODEL_REQUEST_COMPLETED,INFO,src/muxi/services/llm/service.py:413,Chat completion successful for {model},src/muxi/services/llm/service.py,413,OK - No issues identified,,
ConversationEvents.MODEL_REQUEST_COMPLETED,INFO,src/muxi/services/llm/service.py:521,Embedding served from cache for {model},src/muxi/services/llm/service.py,521,OK - No issues identified,,
ConversationEvents.MODEL_REQUEST_COMPLETED,INFO,src/muxi/services/llm/service.py:553,Embedding successful for {model},src/muxi/services/llm/service.py,553,OK - No issues identified,,
ConversationEvents.MODEL_REQUEST_STARTED,INFO,src/muxi/services/llm/llm.py:1343, ,src/muxi/services/llm/llm.py,1343,OK - No issues identified,,
ConversationEvents.MODEL_REQUEST_STARTED,INFO,src/muxi/services/llm/service.py:341,Chat completion request started for {model},src/muxi/services/llm/service.py,341,OK - No issues identified,,
ConversationEvents.MODEL_REQUEST_STARTED,INFO,src/muxi/services/llm/service.py:498,Embedding request started for {model},src/muxi/services/llm/service.py,498,OK - No issues identified,,
ConversationEvents.ONETIME_JOB_COMPLETED,INFO,src/muxi/services/scheduler/service.py:895,One-time job completed via webhook: {job['title']},src/muxi/services/scheduler/service.py,895,OK - No issues identified,,
ConversationEvents.ONETIME_JOB_MARKED_COMPLETED,INFO,src/muxi/services/scheduler/manager.py:568,One-time job marked as completed: {job_id},src/muxi/services/scheduler/manager.py,568,OK - No issues identified,,
ConversationEvents.OVERLORD_AGENT_SELECTED,INFO,src/muxi/formation/overlord/overlord.py:6949,Agent selection completed: {agent_name},src/muxi/formation/overlord/overlord.py,6949,OK - No issues identified,,
ConversationEvents.OVERLORD_AGENT_SELECTION_STARTED,INFO,src/muxi/formation/overlord/overlord.py:6905,Starting agent selection process,src/muxi/formation/overlord/overlord.py,6905,OK - No issues identified,,
ConversationEvents.OVERLORD_PROCESSING_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:9299,Error checking agent clarification request: {str(e)},src/muxi/formation/overlord/overlord.py,9299,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_COMPLETED,INFO,src/muxi/formation/overlord/agent_router.py:119,Routing model acquired for agent selection,src/muxi/formation/overlord/agent_router.py,119,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_COMPLETED,INFO,src/muxi/formation/overlord/agent_router.py:162,Agent selected via LLM routing model,src/muxi/formation/overlord/agent_router.py,162,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_COMPLETED,INFO,src/muxi/formation/overlord/overlord.py:8580,Workflow {workflow_id} execution complete,src/muxi/formation/overlord/overlord.py,8580,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_COMPLETED,WARNING,src/muxi/formation/overlord/agent_router.py:152,"Routing model returned invalid agent, used intelligent selection",src/muxi/formation/overlord/agent_router.py,152,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:8604,Error executing workflow {workflow_id}: {str(e)},src/muxi/formation/overlord/overlord.py,8604,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:8850,Error in streaming workflow execution: {str(e)},src/muxi/formation/overlord/overlord.py,8850,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_FAILED,WARNING,src/muxi/formation/overlord/agent_router.py:127,"Routing model creation failed, falling back to intelligent selection",src/muxi/formation/overlord/agent_router.py,127,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_FAILED,WARNING,src/muxi/formation/overlord/agent_router.py:183,"Agent routing failed, falling back to intelligent selection",src/muxi/formation/overlord/agent_router.py,183,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_STARTED,INFO,src/muxi/formation/overlord/overlord.py:8444,Starting SEQUENTIAL execution of SOP workflow {workflow_id},src/muxi/formation/overlord/overlord.py,8444,OK - No issues identified,,
ConversationEvents.OVERLORD_ROUTING_STARTED,INFO,src/muxi/formation/overlord/overlord.py:8460,Starting execution of workflow {workflow_id},src/muxi/formation/overlord/overlord.py,8460,OK - No issues identified,,
ConversationEvents.OVERLORD_TASK_DECOMPOSED,INFO,src/muxi/formation/overlord/overlord.py:8403,Workflow {workflow_id} progress update,src/muxi/formation/overlord/overlord.py,8403,OK - No issues identified,,
ConversationEvents.OVERLORD_WORKFLOW_CANCELLED,INFO,src/muxi/formation/workflow/executor.py:1696,Workflow {workflow_id} cancelled with {len(cancelled_tasks)} in-progress tasks,src/muxi/formation/workflow/executor.py,1696,OK - No issues identified,,
ConversationEvents.OVERLORD_WORKFLOW_STARTED,INFO,src/muxi/formation/overlord/overlord.py:7450,Starting workflow orchestration (complexity: {analysis.complexity_score}),src/muxi/formation/overlord/overlord.py,7450,OK - No issues identified,,
ConversationEvents.PROMPT_FORMATION_ENHANCED,INFO,src/muxi/services/scheduler/rewriter.py:292,Prompt enhanced for formation capabilities,src/muxi/services/scheduler/rewriter.py,292,OK - No issues identified,,
ConversationEvents.PROMPT_FORMATION_ENHANCEMENT_STARTED,INFO,src/muxi/services/scheduler/rewriter.py:229,Starting formation-specific prompt enhancement,src/muxi/services/scheduler/rewriter.py,229,OK - No issues identified,,
ConversationEvents.PROMPT_VALIDATION_COMPLETED,INFO,src/muxi/services/scheduler/rewriter.py:407,Execution prompt validation completed,src/muxi/services/scheduler/rewriter.py,407,OK - No issues identified,,
ConversationEvents.REQUEST_COMPLETED,INFO,src/muxi/formation/overlord/overlord.py:5135,Request {request_id} completed in {int(processing_time * 1000)}ms,src/muxi/formation/overlord/overlord.py,5135,OK - No issues identified,,
ConversationEvents.REQUEST_COMPLETED,INFO,src/muxi/formation/server/routes/client/triggers.py:161,Trigger '{trigger_name}' completed,src/muxi/formation/server/routes/client/triggers.py,161,OK - No issues identified,,
ConversationEvents.REQUEST_COMPLETED,INFO,src/muxi/formation/server/routes/client/triggers.py:210,Trigger '{trigger_name}' completed synchronously,src/muxi/formation/server/routes/client/triggers.py,210,OK - No issues identified,,
ConversationEvents.REQUEST_COMPLETED,INFO,src/muxi/formation/workflow/decomposer.py:1181,ApprovalManager.present_plan_for_approval completed successfully,src/muxi/formation/workflow/decomposer.py,1181,OK - No issues identified,,
ConversationEvents.REQUEST_COMPLETED,INFO,src/muxi/formation/workflow/workflow_manager.py:166,Workflow completed,src/muxi/formation/workflow/workflow_manager.py,166,OK - No issues identified,,
ConversationEvents.REQUEST_FAILED,ERROR,src/muxi/formation/overlord/chat_orchestrator.py:322,File processing failed for request {request_id},src/muxi/formation/overlord/chat_orchestrator.py,322,OK - No issues identified,,
ConversationEvents.REQUEST_FAILED,ERROR,src/muxi/formation/server/routes/client/chat.py:113,Chat request failed: {e},src/muxi/formation/server/routes/client/chat.py,113,OK - No issues identified,,
ConversationEvents.REQUEST_FAILED,ERROR,src/muxi/formation/server/routes/client/triggers.py:174,Trigger '{trigger_name}' failed: {e},src/muxi/formation/server/routes/client/triggers.py,174,OK - No issues identified,,
ConversationEvents.REQUEST_FAILED,ERROR,src/muxi/formation/server/routes/client/triggers.py:237,Trigger '{trigger_name}' failed: {e},src/muxi/formation/server/routes/client/triggers.py,237,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,DEBUG,src/muxi/formation/overlord/overlord.py:6399,"Non-actionable message, using fast conversational path",src/muxi/formation/overlord/overlord.py,6399,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.REQUEST_PROCESSING,DEBUG,src/muxi/services/memory/memobase.py:124,Skipping memory store for anonymous user,src/muxi/services/memory/memobase.py,124,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.REQUEST_PROCESSING,DEBUG,src/muxi/services/memory/memobase.py:236,Skipping memory search for anonymous user,src/muxi/services/memory/memobase.py,236,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.REQUEST_PROCESSING,DEBUG,src/muxi/services/memory/memobase.py:380,Skipping memory deletion for anonymous user,src/muxi/services/memory/memobase.py,380,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.REQUEST_PROCESSING,DEBUG,src/muxi/services/memory/memobase.py:539,Skipping user memories retrieval for anonymous user,src/muxi/services/memory/memobase.py,539,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/long_term.py:514,Long-term memory storage completed,src/muxi/services/memory/long_term.py,514,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/long_term.py:663,Long-term memory search started,src/muxi/services/memory/long_term.py,663,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/long_term.py:900,Long-term memory update started,src/muxi/services/memory/long_term.py,900,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/long_term.py:980,Long-term memory deletion started,src/muxi/services/memory/long_term.py,980,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/memobase.py:108,Starting memory store operation,src/muxi/services/memory/memobase.py,108,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/memobase.py:156,Memory store completed successfully,src/muxi/services/memory/memobase.py,156,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/memobase.py:219,Starting memory search operation,src/muxi/services/memory/memobase.py,219,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/memobase.py:370,Starting memory deletion operation,src/muxi/services/memory/memobase.py,370,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/memobase.py:397,Memory deletion completed,src/muxi/services/memory/memobase.py,397,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/memory/memobase.py:523,Starting user memories retrieval,src/muxi/services/memory/memobase.py,523,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/scheduler/rewriter.py:100,Starting prompt rewriting for scheduled execution,src/muxi/services/scheduler/rewriter.py,100,OK - No issues identified,,
ConversationEvents.REQUEST_PROCESSING,INFO,src/muxi/services/scheduler/rewriter.py:114,Prompt rewritten using LLM,src/muxi/services/scheduler/rewriter.py,114,OK - No issues identified,,
ConversationEvents.REQUEST_RECEIVED,INFO,src/muxi/formation/server/routes/client/chat.py:63,Chat request received via Formation API,src/muxi/formation/server/routes/client/chat.py,63,OK - No issues identified,,
ConversationEvents.REQUEST_RECEIVED,INFO,src/muxi/formation/server/routes/client/triggers.py:128,Trigger '{trigger_name}' request received,src/muxi/formation/server/routes/client/triggers.py,128,OK - No issues identified,,
ConversationEvents.REQUEST_TOPICS_EXTRACTED,INFO,src/muxi/formation/overlord/overlord.py:6577,Extracted {len(analysis.topics)} topic tags from request,src/muxi/formation/overlord/overlord.py,6577,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,DEBUG,src/muxi/formation/overlord/chat_orchestrator.py:220,Reusing request_id {request_id} for clarification response,src/muxi/formation/overlord/chat_orchestrator.py,220,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/chat_orchestrator.py:279,Request {request_id} validated,src/muxi/formation/overlord/chat_orchestrator.py,279,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/chat_orchestrator.py:358,Creating extraction task,src/muxi/formation/overlord/chat_orchestrator.py,358,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/chat_orchestrator.py:984,Extraction async method started,src/muxi/formation/overlord/chat_orchestrator.py,984,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/chat_orchestrator.py:998,About to call overlord.extract_user_information,src/muxi/formation/overlord/chat_orchestrator.py,998,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/chat_orchestrator.py:1016,overlord.extract_user_information completed,src/muxi/formation/overlord/chat_orchestrator.py,1016,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/overlord.py:3696,Overlord about to call extraction coordinator,src/muxi/formation/overlord/overlord.py,3696,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/overlord.py:3713,Coordinator call completed successfully,src/muxi/formation/overlord/overlord.py,3713,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/overlord.py:4867,Async mode requested with streaming - ignoring streaming to prevent conflict,src/muxi/formation/overlord/overlord.py,4867,OK - No issues identified,,
ConversationEvents.REQUEST_VALIDATED,INFO,src/muxi/formation/overlord/overlord.py:6616,User explicitly requested SOP: {sop_id},src/muxi/formation/overlord/overlord.py,6616,OK - No issues identified,,
ConversationEvents.RESPONSE_CONVERSION_COMPLETED,DEBUG,src/muxi/utils/response_converter.py:58,OneLLM to MUXI content conversion completed,src/muxi/utils/response_converter.py,58,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_CONVERSION_COMPLETED,DEBUG,src/muxi/utils/response_converter.py:124,MCP string content extraction completed,src/muxi/utils/response_converter.py,124,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_CONVERSION_COMPLETED,DEBUG,src/muxi/utils/response_converter.py:165,MCP list content extraction completed,src/muxi/utils/response_converter.py,165,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_CONVERSION_COMPLETED,DEBUG,src/muxi/utils/response_converter.py:256,Unified response object created successfully,src/muxi/utils/response_converter.py,256,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_CONVERSION_COMPLETED,DEBUG,src/muxi/utils/response_converter.py:329,Error response details created successfully,src/muxi/utils/response_converter.py,329,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_CONVERSION_STARTED,DEBUG,src/muxi/utils/response_converter.py:33,Starting OneLLM to MUXI content conversion,src/muxi/utils/response_converter.py,33,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_CONVERSION_STARTED,DEBUG,src/muxi/utils/response_converter.py:104,Starting MCP message content extraction,src/muxi/utils/response_converter.py,104,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_CONVERSION_STARTED,DEBUG,src/muxi/utils/response_converter.py:224,Creating unified response object,src/muxi/utils/response_converter.py,224,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_CONVERSION_STARTED,DEBUG,src/muxi/utils/response_converter.py:301,Creating error response details,src/muxi/utils/response_converter.py,301,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_GENERATION_STARTED,ERROR,src/muxi/services/llm/llm.py:1457,"Multimodal processing failed, falling back to basic processing",src/muxi/services/llm/llm.py,1457,OK - No issues identified,,
ConversationEvents.RESPONSE_SYNTHESIZED,DEBUG,src/muxi/formation/workflow/synthesis.py:643,Quality target reached in iteration {iterations},src/muxi/formation/workflow/synthesis.py,643,"REVIEW - DEBUG ConversationEvent, may be too granular for production",,
ConversationEvents.RESPONSE_SYNTHESIZED,INFO,src/muxi/formation/workflow/synthesis.py:482,Response synthesis completed: {quality_assessment.overall_quality.value} quality in {iterations} iterations,src/muxi/formation/workflow/synthesis.py,482,REVIEW - Consider DEBUG level for granular processing steps,,
ConversationEvents.RESPONSE_SYNTHESIZED,INFO,src/muxi/services/multimodal/fusion_engine.py:845,"Multi-modal processing completed: {len(content_items)} modalities, fusion quality {fusion_quality:.2f}",src/muxi/services/multimodal/fusion_engine.py,845,OK - No issues identified,,
ConversationEvents.SCHEDULED_JOBS_FOUND,INFO,src/muxi/services/scheduler/service.py:317,Found {len(due_jobs)} jobs due for execution,src/muxi/services/scheduler/service.py,317,OK - No issues identified,,
ConversationEvents.SCHEDULED_JOB_ASYNC_INITIATED,INFO,src/muxi/services/scheduler/service.py:706,Async execution initiated for job: {job['title']},src/muxi/services/scheduler/service.py,706,OK - No issues identified,,
ConversationEvents.SCHEDULED_JOB_COMPLETED,INFO,src/muxi/services/scheduler/service.py:906,Recurring job completed via webhook: {job['title']},src/muxi/services/scheduler/service.py,906,OK - No issues identified,,
ConversationEvents.SCHEDULED_JOB_CREATED,INFO,src/muxi/services/scheduler/manager.py:220,{job_type.title()} job created: {title},src/muxi/services/scheduler/manager.py,220,OK - No issues identified,,
ConversationEvents.SCHEDULED_JOB_CREATED,INFO,src/muxi/services/scheduler/service.py:840,Scheduled job created: {title},src/muxi/services/scheduler/service.py,840,OK - No issues identified,,
ConversationEvents.SCHEDULED_JOB_DELETED,INFO,src/muxi/services/scheduler/service.py:1020,Scheduled job deleted: {job_id},src/muxi/services/scheduler/service.py,1020,OK - No issues identified,,
ConversationEvents.SCHEDULED_JOB_EXCLUDED,INFO,src/muxi/services/scheduler/service.py:486,Job {job['id']} excluded by rule: {rule.get('description')},src/muxi/services/scheduler/service.py,486,OK - No issues identified,,
ConversationEvents.SCHEDULED_JOB_EXCLUDED,INFO,src/muxi/services/scheduler/service.py:501,Job {job['id']} excluded by complex date rule: {rule.get('description')},src/muxi/services/scheduler/service.py,501,OK - No issues identified,,
